geoid,num_surveys,detectors_found_total,no_detectors_found_prc,no_detectors_found_CI,detectors_working_total,no_detectors_working_prc,no_detectors_working_CI
#_48387,57.0,31.0,45.61,12.930288324379273,14.0,75.44,11.174643183784987
#_48389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48391,9.0,9.0,0.0,0.0,8.0,11.11,20.531387474466175
#_48393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48395,101.0,42.0,58.42,9.612102720554699,20.0,80.2,7.771684537759844
#_48397,3.0,3.0,0.0,0.0,1.0,66.67,53.34310952616092
#_48399,5.0,4.0,20.0,35.0615458871967,2.0,60.0,42.941448508405024
#_48401,14.0,5.0,64.29,25.099131358674544,4.0,71.43,23.66396415311686
#_48403,7.0,3.0,57.14,36.66091100231962,2.0,71.43,33.46589904484862
#_48405,5.0,2.0,60.0,42.941448508405024,1.0,80.0,35.0615458871967
#_48407,12.0,4.0,66.67,26.67155476308046,3.0,75.0,24.5
#_48409,107.0,45.0,57.94,9.353799620904724,32.0,70.09,8.675617957488623
#_48411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48415,71.0,23.0,67.61,10.885235740937109,9.0,87.32,7.740043247104132
#_48417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48421,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48423,334.0,146.0,56.29,5.319721120014708,58.0,82.63,4.0630449176540315
#_48425,11.0,4.0,63.64,28.427374541643992,0.0,100.0,0.0
#_48427,2.0,2.0,0.0,0.0,2.0,0.0,0.0
#_48429,19.0,3.0,84.21,16.396538366117984,2.0,89.47,13.801687033723164
#_48431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48437,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48439,2269.0,1439.0,36.58,1.98186374412846,900.0,60.33,2.012966680464265
#_48441,162.0,94.0,41.98,7.599913397557262,39.0,75.93,6.5832948897893
#_48443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48445,5.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48447,18.0,6.0,66.67,21.7772332720818,2.0,88.89,14.517883310363578
#_48449,24.0,11.0,54.17,19.93447474619451,7.0,70.83,18.18558541097866
#_48451,76.0,43.0,43.42,11.143603634844803,22.0,71.05,10.19660510840947
#_48453,735.0,545.0,25.85,3.1651788364430007,352.0,52.11,3.611564345820243
#_48455,6.0,2.0,66.67,37.71927447552511,1.0,83.33,29.822835774397223
#_48457,11.0,7.0,36.36,28.427374541643992,7.0,36.36,28.427374541643992
#_48459,123.0,68.0,44.72,8.786955565972438,26.0,78.86,7.215798440031045
#_48461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48463,2.0,2.0,0.0,0.0,0.0,100.0,0.0
#_48465,156.0,76.0,51.28,7.843708046188752,37.0,76.28,6.6750797184138175
#_48467,4.0,2.0,50.0,49.0,1.0,75.0,42.43524478543749
#_48469,120.0,26.0,78.33,7.3715525737798275,10.0,91.67,4.944263006893275
#_48471,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_48473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48475,98.0,26.0,73.47,8.741111869779497,13.0,86.73,6.716811618617869
#_48477,69.0,46.0,33.33,11.122807226829808,22.0,68.12,10.99582962378748
#_48479,29.0,14.0,51.72,18.18737247668055,9.0,68.97,16.837518007117318
#_48481,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48483,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_48485,66.0,34.0,48.48,12.057390772166558,18.0,72.73,10.744432116471048
#_48487,50.0,18.0,64.0,13.304921194806077,7.0,86.0,9.617989810766073
#_48489,3.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48491,41.0,28.0,31.71,14.244290441487895,15.0,63.41,14.744302224050697
#_48493,2.0,1.0,50.0,69.29646455628166,0.0,100.0,0.0
#_48495,44.0,31.0,29.55,13.481833969524258,16.0,63.64,14.213687270821996
#_48497,16.0,13.0,18.75,19.125306370095096,7.0,56.25,24.307840170405925
#_48499,13.0,5.0,61.54,26.446474218169566,3.0,76.92,22.904559045274404
#_48501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48503,27.0,8.0,70.37,17.223991025612218,2.0,92.59,9.880190887044865
#_48505,41.0,17.0,58.54,15.080132273988038,10.0,75.61,13.144971904004707
#_48507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49003,14.0,7.0,50.0,26.191601707417593,6.0,57.14,25.923178774216712
#_49005,19.0,14.0,26.32,19.801451297369727,8.0,57.89,22.201057742274116
#_49007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49011,122.0,101.0,17.21,6.698160232750972,75.0,38.52,8.635474869644534
#_49013,5.0,5.0,0.0,0.0,4.0,20.0,35.0615458871967
#_49015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49017,8.0,1.0,87.5,22.91765149399039,1.0,87.5,22.91765149399039
#_49019,3.0,2.0,33.33,53.34310952616092,1.0,66.67,53.34310952616092
#_49021,4.0,2.0,50.0,49.0,2.0,50.0,49.0
#_49023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49025,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_49027,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_49029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49035,338.0,181.0,46.45,5.317044780257758,129.0,61.83,5.17914922583159
#_49037,22.0,3.0,86.36,14.341950952363488,0.0,100.0,0.0
#_49039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49041,17.0,4.0,76.47,20.164530721279178,4.0,76.47,20.164530721279178
#_49043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49045,28.0,15.0,46.43,18.472991087531007,9.0,67.86,17.298439203581346
#_49047,48.0,42.0,12.5,9.356092043868173,38.0,20.83,11.488422797320787
#_49049,100.0,30.0,70.0,8.981848362113446,22.0,78.0,8.119227549465528
#_49051,4.0,4.0,0.0,0.0,4.0,0.0,0.0
#_49053,32.0,25.0,21.88,14.32471065257515,19.0,40.62,17.016535275431366
#_49055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_49057,125.0,72.0,42.4,8.663537007019709,54.0,56.8,8.68394583861507
#_50001,34.0,31.0,8.82,9.532365788938108,25.0,26.47,14.829478082283988
#_50003,12.0,9.0,25.0,24.5,4.0,66.67,26.67155476308046
#_50005,15.0,7.0,53.33,25.247311251906936,4.0,73.33,22.38013965068136
#_50007,250.0,220.0,12.0,4.028264936669385,160.0,36.0,5.950141645372822
#_50009,15.0,15.0,0.0,0.0,8.0,46.67,25.247311251906936
#_50011,162.0,131.0,19.14,6.05809946190803,81.0,50.0,7.699607172920183
#_50013,63.0,51.0,19.05,9.69709640390703,35.0,44.44,12.270264944708135
#_50015,12.0,12.0,0.0,0.0,8.0,33.33,26.67155476308046
#_50017,240.0,190.0,20.83,5.137778865813514,124.0,48.33,6.322343368878347
#_50019,23.0,20.0,13.04,13.762290300799435,15.0,34.78,19.464683187495375
#_50021,144.0,111.0,22.92,6.865196698323119,67.0,53.47,8.146976125532712
#_50023,230.0,195.0,15.22,4.642438783076057,134.0,41.74,6.3731423045533
#_50025,100.0,90.0,10.0,5.88,51.0,49.0,9.79803980396079
#_50027,105.0,65.0,38.1,9.289005802560357,45.0,57.14,9.465806517918411
#_51001,108.0,78.0,27.78,8.4477111619394,45.0,58.33,9.298265271185445
#_51003,39.0,39.0,0.0,0.0,23.0,41.03,15.437966358831408
#_51005,51.0,34.0,33.33,12.937604410309007,14.0,72.55,12.247878404514175
#_51007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51009,28.0,21.0,25.0,16.039014932345438,12.0,57.14,18.33045550115981
#_51011,14.0,9.0,35.71,25.099131358674544,3.0,78.57,21.494706312020178
#_51013,5.0,4.0,20.0,35.0615458871967,1.0,80.0,35.0615458871967
#_51015,21.0,20.0,4.76,9.106669883845209,12.0,42.86,21.166186835926148
#_51017,16.0,15.0,6.25,11.861011497760213,11.0,31.25,22.71210786673047
#_51019,102.0,82.0,19.61,7.705410788403122,39.0,61.76,9.431235098788887
#_51021,90.0,65.0,27.78,9.254003925364774,53.0,41.11,10.165513751372005
#_51023,54.0,38.0,29.63,12.17920085330664,17.0,68.52,12.387544580298748
#_51025,3.0,3.0,0.0,0.0,2.0,33.33,53.34310952616092
#_51027,25.0,18.0,28.0,17.60075634738462,15.0,40.0,19.203999583420114
#_51029,4.0,4.0,0.0,0.0,3.0,25.0,42.43524478543749
#_51031,56.0,43.0,23.21,11.05737304878514,16.0,71.43,11.83198207655843
#_51033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51035,15.0,7.0,53.33,25.247311251906936,0.0,100.0,0.0
#_51036,112.0,97.0,13.39,6.306978751351553,35.0,68.75,8.584369880777505
#_51037,4.0,2.0,50.0,49.0,1.0,75.0,42.43524478543749
#_51041,102.0,57.0,44.12,9.636114150993667,24.0,76.47,8.23213519496827
#_51043,20.0,11.0,45.0,21.80362355206125,4.0,80.0,17.53077294359835
#_51045,12.0,9.0,25.0,24.5,2.0,83.33,21.087929410289036
#_51047,19.0,15.0,21.05,18.33079869624085,7.0,63.16,21.69002948123497
#_51049,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_51051,91.0,64.0,29.67,9.38565220749203,30.0,67.03,9.65893978128353
#_51053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51059,30.0,26.0,13.33,12.163117914087653,15.0,50.0,17.892270211835427
#_51061,9.0,8.0,11.11,20.531387474466175,3.0,66.67,30.7976586443407
#_51063,49.0,21.0,57.14,13.856521907029917,7.0,85.71,9.79918356599161
#_51065,35.0,34.0,2.86,5.522098070842277,12.0,65.71,15.726117829394513
#_51067,39.0,27.0,30.77,14.485539735180295,11.0,71.79,14.123986298492362
#_51069,22.0,15.0,31.82,19.463606556573502,3.0,86.36,14.341950952363488
#_51071,15.0,12.0,20.0,20.242792956177432,8.0,46.67,25.247311251906936
#_51073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51077,23.0,12.0,47.83,20.415158785824683,4.0,82.61,15.49024388142701
#_51079,39.0,21.0,46.15,15.645969321202186,6.0,84.62,11.32239875934605
#_51081,8.0,2.0,75.0,30.00624934909393,2.0,75.0,30.00624934909393
#_51083,155.0,106.0,31.61,7.319792535681551,78.0,49.68,7.8713882122614836
#_51085,14.0,11.0,21.43,21.494706312020174,10.0,28.57,23.66396415311687
#_51087,1148.0,338.0,70.56,2.636533635610841,195.0,83.01,2.1724361635910148
#_51089,501.0,354.0,29.34,3.987072012343992,93.0,81.44,3.4044352362652095
#_51091,59.0,34.0,42.37,12.609086014377336,19.0,67.8,11.922651462586042
#_51093,15.0,15.0,0.0,0.0,8.0,46.67,25.247311251906936
#_51095,220.0,174.0,20.91,5.373812820707473,113.0,48.64,6.604714079779409
#_51097,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_51099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51101,2.0,2.0,0.0,0.0,1.0,50.0,69.29646455628166
#_51103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51105,25.0,10.0,60.0,19.203999583420114,6.0,76.0,16.741658699185095
#_51107,541.0,459.0,15.16,3.0220898300553896,270.0,50.09,4.213342262213957
#_51109,11.0,8.0,27.27,26.31837626132599,7.0,36.36,28.427374541643992
#_51111,15.0,11.0,26.67,22.38013965068136,7.0,53.33,25.247311251906936
#_51113,41.0,36.0,12.2,10.018237340701914,16.0,60.98,14.931432851832422
#_51115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51117,70.0,52.0,25.71,10.238191978664982,34.0,51.43,11.708448910423618
#_51119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51121,107.0,85.0,20.56,7.65764722794564,59.0,44.86,9.423824681738807
#_51125,15.0,11.0,26.67,22.38013965068136,5.0,66.67,23.855763806342484
#_51127,66.0,47.0,28.79,10.923842476256265,26.0,60.61,11.788247242062749
#_51131,6.0,4.0,33.33,37.71927447552511,2.0,66.67,37.71927447552511
#_51133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51135,13.0,8.0,38.46,26.446474218169566,4.0,69.23,25.089690796390087
#_51137,25.0,22.0,12.0,12.738492218469185,8.0,68.0,18.285865142234865
#_51139,10.0,4.0,60.0,30.364189434266148,1.0,90.0,18.59419264179007
#_51141,58.0,35.0,39.66,12.589865266623155,9.0,84.48,9.318905026102435
#_51143,98.0,53.0,45.92,9.866481699167135,28.0,71.43,8.944137740442057
#_51145,2.0,2.0,0.0,0.0,2.0,0.0,0.0
#_51147,53.0,29.0,45.28,13.401221641412553,16.0,69.81,12.359716579641162
#_51149,31.0,25.0,19.35,13.906501756256828,13.0,58.06,17.371125313372854
#_51153,194.0,160.0,17.53,5.350497453778162,88.0,54.64,7.005628035247619
#_51155,29.0,21.0,27.59,16.26792630643882,9.0,68.97,16.837518007117318
#_51157,2.0,2.0,0.0,0.0,0.0,100.0,0.0
#_51159,44.0,36.0,18.18,11.396104163026305,13.0,70.45,13.481833969524256
#_51161,173.0,126.0,27.17,6.62877066422153,56.0,67.63,6.972267856126317
#_51163,43.0,27.0,37.21,14.447640284867637,9.0,79.07,12.159405088109542
#_51165,250.0,134.0,46.4,6.181977956609033,56.0,77.6,5.168219338998685
#_51167,181.0,126.0,30.39,6.700665693258967,75.0,58.56,7.176739644433112
#_51169,38.0,16.0,57.89,15.69851847907613,11.0,71.05,14.420177234475457
#_51171,214.0,121.0,43.46,6.641588250765797,65.0,69.63,6.161263435853178
#_51173,86.0,36.0,58.14,10.426630216990553,20.0,76.74,8.9294065871221
#_51175,31.0,21.0,32.26,16.456216869993483,8.0,74.19,15.404298024273784
#_51177,14.0,13.0,7.14,13.488246652549027,6.0,57.14,25.923178774216712
#_51179,99.0,79.0,20.2,7.908891260454714,29.0,70.71,8.96475816652309
#_51181,2.0,2.0,0.0,0.0,1.0,50.0,69.29646455628166
#_51183,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_51185,50.0,27.0,46.0,13.814871986377579,17.0,66.0,13.130537231964274
#_51187,25.0,15.0,40.0,19.203999583420114,10.0,60.0,19.203999583420114
#_51191,336.0,252.0,25.0,4.630064794363033,131.0,61.01,5.215111074879742
#_51193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51195,60.0,39.0,35.0,12.068996091915295,16.0,73.33,11.19006982534068
#_51197,7.0,3.0,57.14,36.66091100231962,1.0,85.71,25.92620276708489
#_51199,4.0,4.0,0.0,0.0,2.0,50.0,49.0
#_51510,554.0,473.0,14.62,2.942069654190448,327.0,40.97,4.095157058421666
#_51520,161.0,99.0,38.51,7.516785185633318,70.0,56.52,7.6575347732464305
#_51530,5.0,1.0,80.0,35.0615458871967,0.0,100.0,0.0
#_51540,129.0,112.0,13.18,5.8375257874436635,75.0,41.86,8.513307922770501
#_51550,71.0,38.0,46.48,11.60160323996062,17.0,76.06,9.925836806699948
#_51570,24.0,17.0,29.17,18.18558541097866,12.0,50.0,20.00416623272929
#_51580,26.0,12.0,53.85,19.162320684092517,5.0,80.77,15.149004023316568
#_51590,62.0,47.0,24.19,10.659612295679123,17.0,72.58,11.10458758276172
#_51595,10.0,6.0,40.0,30.364189434266148,2.0,80.0,24.792256855720094
#_51600,139.0,125.0,10.07,5.002829513169695,77.0,44.6,8.263632270506612
#_51610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51620,14.0,11.0,21.43,21.494706312020174,3.0,78.57,21.494706312020178
#_51630,101.0,87.0,13.86,6.7387513728985855,52.0,48.51,9.74703370152242
#_51640,3.0,2.0,33.33,53.34310952616092,1.0,66.67,53.34310952616092
#_51650,136.0,104.0,23.53,7.129238206230485,62.0,54.41,8.370680703151784
#_51660,156.0,85.0,45.51,7.814579142760122,57.0,63.46,7.556628598684835
#_51670,7.0,6.0,14.29,25.926202767084888,3.0,57.14,36.66091100231962
#_51678,25.0,13.0,48.0,19.584313722977377,8.0,68.0,18.285865142234865
#_51680,77.0,54.0,29.87,10.223044224069108,25.0,67.53,10.459242394256773
#_51683,186.0,111.0,40.32,7.049758960326918,54.0,70.97,6.52319738152078
#_51685,162.0,147.0,9.26,4.463786813352731,91.0,43.83,7.640759170542036
#_51690,897.0,693.0,22.74,2.74304183940184,329.0,63.32,3.1538785571666565
#_51700,92.0,79.0,14.13,7.117934218028003,36.0,60.87,9.972837268518314
#_51710,149.0,115.0,22.82,6.738653789919963,67.0,55.03,7.987743993840874
#_51720,5.0,4.0,20.0,35.0615458871967,4.0,20.0,35.0615458871967
#_51730,435.0,258.0,40.69,4.616568137271339,145.0,66.67,4.429904127490642
#_51735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_51740,249.0,177.0,28.92,5.6315669521355725,99.0,60.24,6.078858962048875
#_51750,5.0,1.0,80.0,35.0615458871967,0.0,100.0,0.0
#_51760,124.0,79.0,36.29,8.463354170662155,41.0,66.94,8.280174843408764
#_51770,317.0,224.0,29.34,5.01237218786205,98.0,69.09,5.087255372718723
#_51775,99.0,82.0,17.17,7.4287792339432634,31.0,68.69,9.135383131096319
#_51790,2.0,1.0,50.0,69.29646455628166,0.0,100.0,0.0
#_51800,119.0,61.0,48.74,8.980792330825368,47.0,60.5,8.783322431812262
#_51810,520.0,381.0,26.73,3.803793874177565,218.0,58.08,4.241098316963878
#_51820,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_51830,55.0,51.0,7.27,6.862021302211178,36.0,34.55,12.56763554532037
#_51840,10.0,6.0,40.0,30.364189434266148,2.0,80.0,24.792256855720094
#_53001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_53003,13.0,11.0,15.38,19.610969914742185,7.0,46.15,27.099613797986127
#_53005,109.0,83.0,23.85,8.000589131977444,64.0,41.28,9.24284542676763
#_53007,209.0,173.0,17.22,5.118729890010798,117.0,44.02,6.730144586828519
#_53009,131.0,88.0,32.82,8.040993510906643,61.0,53.44,8.542011152001386
#_53011,527.0,451.0,14.42,2.999297427459991,268.0,49.15,4.268330142892962
#_53013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_53015,251.0,194.0,22.71,5.183098131119335,110.0,56.18,6.138273916821266
#_53017,83.0,52.0,37.35,10.40693557201158,25.0,69.88,9.870086461554136
#_53019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_53021,108.0,53.0,50.93,9.428423044846504,23.0,78.7,7.721850008615522
#_53023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_53025,69.0,43.0,37.68,11.434066017103376,21.0,69.57,10.856591671742864
#_53027,40.0,36.0,10.0,9.297096320895035,26.0,35.0,14.781441066418388
#_53029,290.0,254.0,12.41,3.7946369064591763,169.0,41.72,5.6753022251470115
#_53031,32.0,24.0,25.0,15.003124674546966,12.0,62.5,16.774003323595714
#_53033,897.0,692.0,22.85,2.7477101450568995,413.0,53.96,3.2618461860090395
#_53035,376.0,350.0,6.91,2.5636143135250746,243.0,35.37,4.832777010189147
#_53037,93.0,58.0,37.63,9.846220975287602,25.0,73.12,9.010467418902127
#_53039,71.0,56.0,21.13,9.49582201750691,24.0,66.2,11.003079271948772
#_53041,24.0,18.0,25.0,17.324116139070416,5.0,79.17,16.247083330247307
#_53043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_53045,11.0,11.0,0.0,0.0,8.0,27.27,26.31837626132599
#_53047,8.0,6.0,25.0,30.00624934909393,5.0,37.5,33.54800664719143
#_53049,81.0,60.0,25.93,9.544122229821753,27.0,66.67,10.265886214780233
#_53051,4.0,2.0,50.0,49.0,1.0,75.0,42.43524478543749
#_53053,207.0,164.0,20.77,5.526293861379328,105.0,49.28,6.810764609285201
#_53055,6.0,6.0,0.0,0.0,4.0,33.33,37.71927447552511
#_53057,180.0,127.0,29.44,6.658371269912785,71.0,60.56,7.139720409340659
#_53059,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_53061,2447.0,2031.0,17.0,1.4883415069656436,1287.0,47.4,1.9784320078396584
#_53063,790.0,537.0,32.03,3.253715903075136,294.0,62.78,3.3708650466511076
#_53065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_53067,173.0,163.0,5.78,3.4775108121073752,113.0,34.68,7.092439701948853
#_53069,8.0,7.0,12.5,22.91765149399039,0.0,100.0,0.0
#_53071,3.0,2.0,33.33,53.34310952616092,1.0,66.67,53.34310952616092
#_53073,413.0,318.0,23.0,4.058731537674702,248.0,39.95,4.723848309107483
#_53075,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_53077,230.0,182.0,20.87,5.2519908494241285,104.0,54.78,6.432331914213436
#_54001,44.0,23.0,47.73,14.758822183974633,11.0,75.0,12.794707712743792
#_54003,41.0,32.0,21.95,12.669744560152433,21.0,48.78,15.300471985833255
#_54005,84.0,50.0,40.48,10.497071164853555,24.0,71.43,9.660772911108095
#_54007,158.0,95.0,39.87,7.634775085991131,64.0,59.49,7.654743346134465
#_54009,83.0,34.0,59.04,10.579622548577122,25.0,69.88,9.870086461554136
#_54011,75.0,60.0,20.0,9.052852220893332,30.0,60.0,11.087434329005065
#_54013,49.0,17.0,65.31,13.327540874444917,13.0,73.47,12.361798956462607
#_54015,22.0,14.0,36.36,20.10118930972629,9.0,59.09,20.545488214115615
#_54017,65.0,38.0,41.54,11.980144176248142,13.0,80.0,9.724323191793943
#_54019,186.0,107.0,42.47,7.103754051673429,65.0,65.05,6.852465216868095
#_54021,321.0,159.0,50.47,5.469584945144334,124.0,61.37,5.326525014090527
#_54023,8.0,7.0,12.5,22.91765149399039,5.0,37.5,33.54800664719143
#_54025,482.0,304.0,36.93,4.308574646656261,200.0,58.51,4.3986491098255724
#_54027,55.0,39.0,29.09,12.003290860153916,25.0,54.55,13.159489680627644
#_54029,32.0,25.0,21.88,14.32471065257515,16.0,50.0,17.324116139070416
#_54031,18.0,11.0,38.89,22.521376567163916,5.0,72.22,20.69258184116553
#_54033,363.0,226.0,37.74,4.986642853937634,154.0,57.58,5.084215159143327
#_54035,135.0,110.0,18.52,6.552924865398317,54.0,60.0,8.264085618573365
#_54037,75.0,60.0,20.0,9.052852220893332,37.0,50.67,11.3150492741658
#_54039,982.0,708.0,27.9,2.8052402491403736,381.0,61.2,3.0478381534078602
#_54041,41.0,25.0,39.02,14.931432851832422,18.0,56.1,15.190701636037815
#_54043,181.0,111.0,38.67,7.094803184776745,68.0,62.43,7.055601581753464
#_54045,174.0,98.0,43.68,7.369772558508026,59.0,66.09,7.034175798691453
#_54047,193.0,60.0,68.91,6.5302363917253,29.0,84.97,5.041847625068032
#_54049,72.0,48.0,33.33,10.8886166360409,33.0,54.17,11.509174360869197
#_54051,215.0,145.0,32.56,6.263799103612647,109.0,49.3,6.682889507349487
#_54053,143.0,104.0,27.27,7.2994042382434685,76.0,46.85,8.178892210453062
#_54055,254.0,166.0,34.65,5.852125464879654,99.0,61.02,5.997858725313468
#_54057,26.0,15.0,42.31,18.990709022126502,8.0,69.23,17.741090500001143
#_54059,135.0,75.0,44.44,8.382186718246949,49.0,63.7,8.111706262488113
#_54061,144.0,108.0,25.0,7.072540797572915,81.0,43.75,8.102613390135309
#_54063,47.0,24.0,48.94,14.291556485249037,17.0,63.83,13.73706075421909
#_54065,17.0,12.0,29.41,21.659614057503422,7.0,58.82,23.39576723426697
#_54067,53.0,32.0,39.62,13.168063934827249,26.0,50.94,13.45895616956752
#_54069,142.0,78.0,45.07,8.18390308418102,54.0,61.97,7.984832494278772
#_54071,189.0,114.0,39.68,6.974959134036664,87.0,53.97,7.105945393041583
#_54073,44.0,26.0,40.91,14.52785403898944,14.0,68.18,13.762848182500068
#_54075,85.0,59.0,30.59,9.795968257724855,32.0,62.35,10.300239611147832
#_54077,61.0,37.0,39.34,12.259126729950369,22.0,63.93,12.050819380454088
#_54079,80.0,55.0,31.25,10.157163420463412,31.0,61.25,10.675788905275338
#_54081,301.0,207.0,31.23,5.235501976066416,131.0,56.48,5.600987596636365
#_54083,226.0,134.0,40.71,6.40535387561518,99.0,56.19,6.468714658828687
#_54085,99.0,55.0,44.44,9.788285264879987,31.0,68.69,9.135383131096319
#_54087,103.0,71.0,31.07,8.937421182847526,46.0,55.34,9.6009983658861
#_54089,81.0,46.0,43.21,10.788017180392533,26.0,67.9,10.167190602164432
#_54091,69.0,31.0,55.07,11.73700456574129,17.0,75.36,10.167690607956677
#_54093,67.0,48.0,28.36,10.793183775399742,24.0,64.18,11.48104230288335
#_54095,15.0,5.0,66.67,23.855763806342484,2.0,86.67,17.201246314845907
#_54097,83.0,47.0,43.37,10.661910118973065,32.0,61.45,10.471048230055317
#_54099,97.0,56.0,42.27,9.830760297893503,24.0,75.26,8.58721148637627
#_54101,175.0,74.0,57.71,7.319500195833046,33.0,81.14,5.795960177640974
#_54103,107.0,62.0,42.06,9.353799620904724,27.0,74.77,8.229747261855536
#_54105,67.0,27.0,59.7,11.745144348248514,12.0,82.09,9.181456707366959
#_54107,673.0,490.0,27.19,3.3616203069388693,295.0,56.17,3.7487500668271285
#_54109,218.0,79.0,63.76,6.381107678943776,46.0,78.9,5.4163603948228465
#_55001,83.0,63.0,24.1,9.201241602965581,42.0,49.4,10.756122954487282
#_55003,3.0,2.0,33.33,53.34310952616092,2.0,33.33,53.34310952616092
#_55005,263.0,138.0,47.53,6.035560899448416,122.0,53.61,6.027167860038398
#_55007,7.0,3.0,57.14,36.66091100231962,1.0,85.71,25.92620276708489
#_55009,199.0,175.0,12.06,4.5247690555685995,125.0,37.19,6.7151701139656526
#_55011,6.0,4.0,33.33,37.71927447552511,2.0,66.67,37.71927447552511
#_55013,14.0,11.0,21.43,21.494706312020174,6.0,57.14,25.923178774216712
#_55015,56.0,45.0,19.64,10.405255856537119,28.0,50.0,13.095800853708797
#_55017,37.0,31.0,16.22,11.878204890493366,24.0,35.14,15.383124682270187
#_55019,9.0,8.0,11.11,20.531387474466175,5.0,44.44,32.46406956457144
#_55021,73.0,58.0,20.55,9.269312099315707,48.0,34.25,10.886112241109192
#_55023,3.0,3.0,0.0,0.0,3.0,0.0,0.0
#_55025,433.0,352.0,18.71,3.6733945617231205,263.0,39.26,4.599648711317949
#_55027,106.0,74.0,30.19,8.739639407008067,42.0,60.38,9.31122730341436
#_55029,156.0,113.0,27.56,7.011688268408211,76.0,51.28,7.843708046188752
#_55031,394.0,352.0,10.66,3.0472601820082232,115.0,70.81,4.48923463744665
#_55033,63.0,37.0,41.27,12.15718516616591,22.0,65.08,11.77190330915099
#_55035,220.0,180.0,18.18,5.096492717439032,119.0,45.91,6.585016508241887
#_55037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_55039,175.0,144.0,17.71,5.656136200340299,104.0,40.57,7.275157771155207
#_55041,20.0,18.0,10.0,13.148079707698765,14.0,30.0,20.08402350128081
#_55043,43.0,33.0,23.26,12.628087899451724,23.0,46.51,14.908409463804821
#_55045,8.0,6.0,25.0,30.00624934909393,4.0,50.0,34.64823227814083
