st_fdid2,station_data_quality,2009,2010,2011,2012,2013,2014,2015,2016,zero_years,sum_tot_fires,std,variation,geometric_variation
FL05102,1,279,304,265,265,234,228,208,239,0,2022,31.102365550824956,0.11510820554835564,0.1301619600272248
FL05132,0,9,7,6,5,8,9,1,3,0,48,2.878491668515698,0.44876373392787533,0.7399998788335407
FL05141,0,4,0,0,0,0,0,0,0,7,4,1.4142135623730951,2.6457513110645907,0.7665389395182867
FL05142,0,33,27,32,35,35,42,42,0,1,246,13.39242856457121,0.40739739240219675,2.570287999721555
FL05191,0,3,3,2,6,4,1,0,0,2,19,2.065879266282796,0.8136644649337004,1.0621519909617754
FL05251,0,0,1,0,3,1,1,1,0,3,7,0.9910312089651149,1.0594569267279519,0.6325269194381529
FL06032,0,29,29,18,39,20,24,30,0,1,189,11.57506556599758,0.45830613309425966,2.293229054748999
FL06042,0,52,66,17,6,16,20,18,24,0,219,20.514367787340795,0.7009838882785487,1.0195534317807282
FL06062,1,15,12,21,20,16,15,15,10,0,124,3.6645015252516173,0.22115014840003366,0.2553241839593723
FL06072,0,8,0,0,0,0,0,0,0,7,8,2.8284271247461903,2.6457513110645907,1.174581428191967
FL06102,0,5,7,7,3,5,5,12,12,0,56,3.3380918415851206,0.44607128559988557,0.5017303625186691
FL06142,1,21,28,33,34,24,42,21,19,0,222,8.031189202104505,0.27072034596967065,0.3115254634135425
FL06172,1,22,42,38,34,41,39,38,36,0,290,6.296257391725432,0.16247198606054825,0.22086231640637455
FL06202,1,6,8,6,6,13,11,15,12,0,77,3.583194903195431,0.348236043579011,0.4105420999499385
FL06222,0,1,1,0,1,0,0,0,1,4,4,0.5345224838248488,1.0,0.4484626500136215
FL06242,1,54,44,38,48,42,31,38,19,0,314,10.727135152100423,0.25565136611961115,0.367300069921354
FL06272,1,74,118,104,113,84,100,109,93,0,795,14.96603296993371,0.14087488757900585,0.16951543464037244
FL06282,0,3,5,3,4,2,1,6,5,0,29,1.685018016012207,0.4348110418247756,0.515010717772594
FL06301,1,276,111,370,336,351,367,294,336,0,2441,85.10906867912826,0.2609168172918566,0.4885153070107491
FL06712,0,0,0,0,0,1,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL07005,0,0,0,0,0,0,0,1,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL07042,1,25,21,16,18,15,31,16,27,0,169,5.938674695827104,0.26296433187324225,0.2984338820677803
FL07072,1,28,31,35,31,22,27,28,17,0,219,5.629958132298016,0.1923778487026566,0.24448796305916032
FL07102,0,0,2,0,1,0,1,0,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
FL07182,1,6,8,6,6,8,8,7,7,0,56,0.9258200997725514,0.12371791482634838,0.12343736772616509
FL07202,0,13,12,11,17,30,32,23,35,0,173,9.709163565563058,0.4199810817859587,0.5626353048776529
FL07212,1,280,301,255,280,264,272,298,294,0,2244,16.492422502470642,0.05499910381654728,0.06077391128759091
FL07232,1,19,28,37,23,26,24,27,34,0,218,5.849297882163783,0.2007896204425623,0.22774482181942024
FL07252,0,524,187,70,170,151,195,159,85,0,1541,141.34146848779275,0.6863742370211889,0.8241654711180981
FL07413,0,0,0,0,0,1,1,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
FL08012,1,19,31,14,22,18,22,20,26,0,172,5.18238775634773,0.22547348174029438,0.25680180124847896
FL08021,1,72,66,57,61,59,65,51,45,0,476,8.618916073713347,0.13550013022350502,0.15933709828553355
FL08022,0,8,8,9,4,3,3,1,3,0,39,2.997022331772464,0.5750682433847641,0.7406450413483008
FL08032,1,39,26,40,39,17,28,24,16,0,229,9.767840820043817,0.3191957533375457,0.41958520498229857
FL08042,0,21,26,15,13,7,7,13,7,0,109,6.988510979764267,0.4797910776144177,0.6055439524398054
FL08062,1,22,14,13,14,17,15,17,29,0,141,5.3967582862307255,0.2864229859050875,0.2938125606540014
FL08072,1,94,87,82,67,81,82,81,68,0,642,9.00396737951824,0.10495252665372597,0.12009940001854003
FL08082,1,15,15,13,12,18,6,17,5,0,101,4.808846015417836,0.3562981032761699,0.5432347931191366
FL08092,0,6,3,14,20,8,8,20,16,0,95,6.512350903146596,0.5129891760425771,0.8017247742558995
FL08112,0,9,10,7,9,8,10,10,0,1,63,3.3567628964311944,0.3987256091136657,1.2696637860741262
FL08122,1,37,33,30,25,23,17,13,26,0,204,7.9642056370093455,0.2921502828578694,0.3926529575945241
FL08162,0,1,2,0,1,1,1,0,2,2,8,0.7559289460184544,0.7071067811865476,0.525457947110332
FL08182,1,62,61,47,57,58,68,48,76,0,477,9.635314510397972,0.15116161723991914,0.17259575686079032
FL09022,1,62,57,45,69,56,69,38,19,0,415,17.125065171930213,0.3088006101182546,0.5198860005695514
FL09023,1,224,230,211,195,163,186,182,207,0,1598,22.54994456755936,0.10559970796314318,0.12129103688198128
FL10022,1,27,38,37,50,31,39,35,37,0,294,6.692212958783834,0.17033991871495122,0.1902863782873998
FL10023,0,0,0,1,5,2,2,0,1,3,11,1.685018016012207,1.1463200193562264,0.9189080027205674
FL10031,1,60,64,46,61,49,48,18,37,0,383,15.094346150605057,0.29492361239130144,0.4912836504163567
FL10032,0,23,13,0,0,0,0,0,0,6,36,8.750510189207745,1.8189672826383223,2.873210979825788
FL10042,0,0,31,25,0,0,0,0,0,6,56,13.060299712159312,1.745255960410088,3.7457709945520588
FL10052,1,108,118,102,116,88,98,96,80,0,806,13.133925536563698,0.12194205831568848,0.14078431839569072
FL10062,1,48,79,58,56,65,73,52,58,0,489,10.534806256269873,0.16121732370962988,0.17977487851927187
FL10082,1,43,60,46,48,28,37,47,16,0,325,13.542921187310892,0.31183366830153303,0.4924684513274111
FL10092,1,87,53,53,54,42,50,51,37,0,427,14.860662357858944,0.260437972288695,0.27583159629449217
FL10111,1,10,9,11,10,8,12,5,5,0,70,2.6049403612586386,0.27847983842311325,0.3476075127444034
FL10132,1,26,40,44,43,52,22,37,59,0,323,12.293290853144248,0.284812894912865,0.38112484097387744
FL10151,1,81,59,38,45,45,41,38,23,0,370,17.227469758664917,0.3484285917726123,0.4267960556788504
FL10162,1,50,40,41,48,51,43,50,49,0,372,4.44007721940573,0.08931853616040941,0.10069340629997314
FL10172,1,64,65,57,64,80,63,57,45,0,495,9.862446813182677,0.14909857361701043,0.17328018083319852
FL10182,1,17,22,19,28,26,15,19,37,0,183,7.199950396654529,0.29442347088577475,0.32769492834818603
FL10192,1,162,163,168,169,148,172,180,153,0,1315,10.294762884940228,0.05858475375440733,0.06482909869096298
FL10202,0,43,42,2,10,6,4,6,2,0,115,17.549420014836468,1.1419811657758492,1.891183859293367
FL10232,1,55,68,74,79,70,62,58,49,0,515,10.155048005794951,0.1475600403259288,0.17190702687540926
FL10242,1,73,68,56,54,27,34,33,31,0,376,18.0,0.35824379235069653,0.46187433935588706
FL10252,1,6,5,5,4,2,5,6,6,0,39,1.3562026818605375,0.26022798884851844,0.3281209811302215
FL10282,0,0,155,144,189,156,180,121,178,1,1123,60.82982703528638,0.4053506173869287,5.047503563474707
FL11012,1,122,95,81,147,117,98,94,11,0,765,39.95689641887332,0.3908627885967022,1.213675055239726
FL11021,1,3,5,4,7,3,7,2,4,0,35,1.8468119248354136,0.3948649988881501,0.41169455206710914
FL11022,0,4,5,2,2,3,3,2,1,0,22,1.2817398889233114,0.43598468393751993,0.41263402744906297
FL11031,0,0,0,0,4,2,4,0,2,4,12,1.7728105208558367,1.1055415967851332,1.1150260127552256
FL11041,0,1,1,0,0,1,0,1,0,4,4,0.5345224838248488,1.0,0.4484626500136215
FL11042,0,5,5,6,7,6,8,5,0,1,42,2.3754698783308417,0.4232473532055042,1.013139473134539
FL11051,0,1,0,1,1,0,0,1,4,3,8,1.3093073414159542,1.224744871391589,0.7319769524531956
FL11062,0,8,12,10,27,67,52,44,36,0,256,21.61348785233094,0.6317989568486165,1.1713432265635761
FL11082,0,0,4,4,0,0,0,3,1,4,12,1.8516401995451028,1.1547005383792515,1.1444280189704052
FL12012,1,17,13,8,11,8,8,15,16,0,96,3.779644730092272,0.2946278254943948,0.34879769864935195
FL12022,1,23,22,21,14,10,18,10,23,0,141,5.578978401105349,0.2960939822006823,0.398081100490276
FL12041,0,11,10,4,5,0,8,5,12,1,55,4.086126352846737,0.5559594491425693,1.2932570356633164
FL12042,0,6,4,4,3,8,8,6,14,0,53,3.50255009141299,0.4945412234747606,0.5250226260642716
FL12051,1,17,15,13,18,15,21,19,20,0,138,2.7645717829090897,0.1499142091708493,0.1680296005433486
FL12071,0,0,0,1,1,0,2,0,3,4,7,1.1259916264596033,1.203735681882337,0.7553997659121252
FL12081,1,12,6,6,6,10,10,5,4,0,59,2.8753881725529062,0.36470228459915277,0.40090408658405297
FL12082,0,7,6,5,5,7,4,4,13,0,51,2.9246489410818914,0.42913860055371156,0.39926136744108676
FL12111,0,0,0,5,7,5,7,5,0,3,29,3.113908889391045,0.8035296688090375,1.702133356300822
FL12131,0,6,7,4,0,1,4,2,10,1,34,3.3273756282434617,0.7323470351758078,1.2070055479336173
FL12151,0,4,4,1,3,5,0,2,5,1,24,1.8516401995451028,0.5773502691896257,0.8735908816542601
FL12251,1,61,66,52,72,46,65,48,96,0,506,16.131158845981453,0.23856628321458623,0.2672874342123126
FL13011,0,22,26,20,6,0,0,0,0,4,74,11.411147431975705,1.1539622724437402,3.8478601173220204
FL13012,1,288,322,329,314,297,372,316,297,0,2535,26.30826866215259,0.07766195485047465,0.08315420236101545
FL13031,0,0,0,0,1,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL13404,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL13D10,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL14031,0,2,2,1,0,2,1,4,1,1,13,1.1877349391654208,0.6837072628704299,0.6019171548726407
FL14061,0,1,0,2,1,2,2,3,0,2,11,1.0606601717798212,0.721568539381252,0.6837692250312546
FL14062,1,57,52,38,52,40,77,58,65,0,439,12.699128204048383,0.21647283303082887,0.2584326247536377
FL14162,1,187,196,164,161,137,167,157,153,0,1322,18.736900185767883,0.10606211949368297,0.11839842161035685
FL14300,0,0,0,0,0,1,1,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
FL15012,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL15022,1,11,11,6,14,9,12,7,9,0,79,2.6423744732991303,0.2503002523200657,0.2889924462115838
FL15041,0,0,0,0,1,5,1,1,3,3,11,1.7677669529663689,1.2026142323020865,0.9492581478099678
FL15042,1,41,47,45,55,42,44,52,45,0,371,4.838461975226661,0.09759497029774486,0.10426125426850197
FL15052,1,43,54,35,44,37,36,31,25,0,305,8.854982455415385,0.21726105255120415,0.2559781936311947
FL15061,1,25,21,15,12,15,11,13,11,0,123,5.0691644845505435,0.3084077518437506,0.3275706180253788
FL15071,0,7,0,2,4,2,0,1,1,2,17,2.356601669474803,1.037364240502847,1.064491905513329
FL15072,1,41,39,43,32,58,38,34,52,0,337,8.838834764831844,0.1962723524528628,0.21718621059826515
FL15081,0,5,2,4,4,5,5,1,9,0,35,2.38671920665766,0.51030203141405,0.6312776302711312
FL15092,1,20,18,25,21,26,27,37,6,0,180,8.864052604279182,0.36851386559504445,0.6505361947023087
FL16011,0,8,12,6,10,15,3,2,10,0,66,4.432026302139591,0.502518907629606,0.7940318390392505
FL16012,0,18,19,27,19,22,30,17,0,1,152,8.94427190999916,0.44034738238635557,2.0465129444427372
FL16021,1,33,23,14,34,29,30,27,24,0,214,6.453127702351562,0.22565787789999323,0.31237230998708343
FL16062,0,12,4,4,8,10,16,9,11,0,74,4.026696625558687,0.40720322090052335,0.5495207644480573
FL16072,1,86,138,123,126,119,149,129,108,0,978,19.091883092036785,0.14608442821829026,0.18057442242045885
FL17011,0,6,12,9,6,2,9,9,5,0,58,3.1052950170405937,0.4006534496076638,0.5757427228204388
FL17012,1,46,42,48,49,38,42,42,26,0,333,7.2886898685566255,0.16379447619573145,0.2166455523263937
FL17021,1,17,19,16,20,15,11,11,25,0,134,4.6827952580239325,0.2615136637005258,0.30636463610027365
FL17022,1,145,149,118,106,124,116,133,136,0,1027,14.937369246289656,0.108842294020155,0.12359893998805949
FL17032,0,18,20,10,15,9,19,7,0,1,98,6.96419413859206,0.5317883355426687,1.7227246344237028
FL17072,0,12,5,5,4,7,2,8,19,0,62,5.444525428617001,0.6571467350794633,0.7971758940840332
FL18011,1,15,16,22,21,18,22,20,16,0,150,2.866057521105554,0.14298407059684812,0.1587204608927575
FL18012,1,17,12,18,13,9,10,9,8,0,96,3.779644730092272,0.2946278254943948,0.3223084618588503
FL18021,0,9,5,4,4,4,5,2,1,0,34,2.3754698783308417,0.5228349657244464,0.6203049964185186
FL18022,1,93,92,72,83,46,59,46,63,0,554,18.9114477801901,0.2554518349506785,0.3217581198404691
FL18032,0,1,2,0,2,1,2,1,0,2,9,0.8345229603962802,0.693888666488711,0.576502106311302
FL18041,1,6,13,9,7,10,14,7,5,0,71,3.2705394924123103,0.3447109366343779,0.38606076348559926
FL18042,1,11,15,18,17,29,24,29,37,0,180,8.750510189207745,0.3637934565276645,0.4697174172515026
FL18051,0,0,1,0,0,0,1,3,0,5,5,1.0606601717798212,1.5874507866387544,0.6887186019441878
FL18052,1,63,64,53,72,57,58,44,48,0,459,9.07016301633312,0.14787556622791562,0.17059492618770022
FL18061,0,0,0,0,0,1,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL18062,1,44,26,23,30,26,17,15,21,0,202,9.035643703846292,0.33473547533419734,0.38077082448099175
FL18071,0,2,4,4,1,7,2,1,5,0,26,2.1213203435596424,0.6105579948610594,0.6719159802980164
FL18082,0,1,1,0,1,1,0,2,0,3,6,0.7071067811865476,0.8819171036881969,0.5273030625604476
FL18092,1,50,62,67,66,49,59,64,52,0,469,7.327784697398564,0.11692136350409549,0.13375024781346956
FL18102,0,7,6,3,2,5,1,4,0,1,28,2.449489742783178,0.6546536707079771,1.020600571207431
FL18112,0,4,6,6,6,0,7,0,2,2,31,2.850438562747845,0.6880880325065014,1.4007790280477552
FL18122,0,4,9,3,13,10,10,7,0,1,56,4.342481186734475,0.5802884574739972,1.3628937145263382
FL18132,1,23,28,21,20,29,23,17,20,0,181,4.103569874424672,0.16965914400866394,0.18665693773660919
FL18142,1,17,23,25,22,12,14,20,14,0,147,4.808846015417836,0.2448034587135589,0.2913351682085745
FL19011,1,6,8,9,13,6,10,8,7,0,67,2.326094212561969,0.25980440575416736,0.26420492259260686
FL19012,0,4,0,1,1,1,2,3,1,1,13,1.3024701806293193,0.7497534111391511,0.6479006801937324
FL19042,1,50,71,49,52,50,40,37,23,0,372,13.86671245413686,0.2789488552918892,0.378508975267839
FL19052,0,26,22,20,11,8,3,8,0,1,98,9.392246042043709,0.7171952404410441,1.9846694040879815
FL19062,1,8,13,8,7,10,14,5,5,0,70,3.370036032024414,0.3602720060833855,0.4118796841594099
FL19072,0,0,16,45,54,43,21,1,36,1,216,20.53568322979018,0.7114582486036498,3.635930502726999
FL19102,0,10,13,3,16,3,4,2,1,0,52,5.68205194324324,0.8177035240565116,1.171490520778348
FL19111,0,3,1,2,1,2,1,7,0,1,17,2.1671244937540095,0.9539573376604032,0.8411527211251579
FL19112,0,4,2,2,1,2,1,1,0,1,13,1.1877349391654208,0.6837072628704299,0.6019171548726407
FL19122,0,6,5,5,4,7,3,5,14,0,49,3.399054490379851,0.519106013958241,0.4782993819334749
FL19132,1,13,16,14,14,11,19,18,13,0,118,2.712405363721075,0.1720151112727495,0.1857745244444069
FL19172,1,31,24,36,42,25,38,28,27,0,251,6.588680769753099,0.19643494877483747,0.22087843031184096
FL19182,0,85,55,35,27,24,76,57,34,0,393,22.850054704529704,0.4350996232742606,0.589177021732066
FL20012,0,18,10,13,6,10,26,16,51,0,150,14.389976670287849,0.7178981667184963,0.854883390972059
FL20151,1,95,125,119,140,115,114,142,144,0,994,17.018897060116945,0.12812652293708626,0.15088683509737644
FL21011,0,0,1,1,6,2,2,1,6,1,19,2.326094212561969,0.916152378185748,0.9428805576784705
FL21021,0,7,8,7,5,3,5,2,2,0,39,2.356601669474803,0.45218441252688196,0.5571935094481226
FL21022,1,42,33,28,28,25,19,18,17,0,210,8.514693182963201,0.30341966327759984,0.35660136730305614
FL21023,0,0,0,1,0,0,1,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
FL21031,0,0,5,4,1,1,3,6,0,2,20,2.32992949004287,0.8717797887081348,1.1754755478690386
FL21032,0,0,1,6,1,0,0,1,1,3,10,1.9820624179302297,1.4832396974191326,0.9087666762552993
FL21041,0,1,2,0,1,1,0,0,1,3,6,0.7071067811865476,0.8819171036881969,0.5273030625604476
FL21051,0,2,0,0,1,2,0,0,0,5,5,0.9161253813129043,1.3711309200802089,0.6721278292075594
FL21061,0,1,2,1,1,3,1,1,0,1,10,0.8864052604279183,0.6633249580710799,0.4877558496155101
FL21071,0,2,5,5,4,6,5,3,0,1,30,1.9820624179302297,0.4944132324730442,0.8923136899577315
FL21081,0,6,9,5,9,4,1,1,2,0,37,3.2486260832190936,0.657040312494228,0.9293998259954783
FL21091,0,1,1,3,2,1,4,0,3,1,15,1.3562026818605375,0.6765927710061479,0.6924117303192849
FL22011,0,9,7,7,3,5,3,5,0,1,39,2.850438562747845,0.5469417694282447,1.064491905513329
FL22012,0,21,13,12,9,22,7,7,6,0,97,6.2891630149465385,0.48519367528866364,0.582100517439726
FL22021,0,2,0,0,1,0,1,0,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
FL22031,0,2,3,3,0,1,5,0,0,3,14,1.8322507626258087,0.9793792286287205,1.0671797502073104
FL22041,0,1,3,3,1,1,3,2,0,1,14,1.164964745021435,0.6226998490772392,0.6333185513671806
FL22051,0,9,11,8,11,4,11,5,0,1,59,4.033343171967536,0.5115724838232736,1.32437622665317
FL22061,0,10,14,6,7,7,5,4,0,1,53,4.138236339311712,0.584296700649133,1.255351769780463
FL22071,0,3,5,4,1,7,2,6,0,1,28,2.449489742783178,0.6546536707079771,1.020600571207431
FL22081,0,15,9,2,11,8,9,5,2,0,61,4.470139019889969,0.5483845470058272,0.8656252401260154
FL22091,0,1,3,2,7,7,4,4,0,1,28,2.5634797778466227,0.6851187890446742,1.0301225577660627
FL22101,0,4,5,6,3,7,2,4,0,1,31,2.2320714274285347,0.5388159060803247,0.9326587372250172
FL22111,0,1,2,3,1,1,2,1,0,1,11,0.9161253813129043,0.6232413273091858,0.5148747069440904
FL22120,0,5,6,4,9,4,0,9,0,2,37,3.4615231989895516,0.7000991268642497,1.5379908883044524
FL22121,0,5,4,4,4,0,0,2,0,3,19,2.1339098923270936,0.8404589169827006,1.2772535562682563
FL22131,0,0,3,0,4,0,2,2,0,4,11,1.5979898086569353,1.087114613009218,1.0394007698947352
FL22141,0,0,0,3,4,1,1,4,0,3,13,1.7677669529663689,1.0175966581017657,1.0436797854986524
FL22151,0,2,4,3,4,3,0,4,0,2,20,1.6903085094570331,0.6324555320336759,0.9996039731278461
FL22171,0,46,46,17,10,20,12,14,0,1,165,16.724127139298737,0.7584964102800444,2.34174676676646
FL22181,0,3,2,5,1,0,1,4,0,2,16,1.8516401995451028,0.8660254037844386,0.982698548840411
FL23012,1,8,6,7,11,6,5,9,12,0,64,2.5071326821120348,0.29315098498896436,0.31499484878145223
FL23018,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL23022,1,14,13,15,14,10,11,7,6,0,90,3.370036032024414,0.2802115602870776,0.3613263905720179
FL23032,1,52,49,39,56,48,50,26,35,0,355,10.098620839359347,0.21287650287221496,0.2845635125556931
FL23042,1,10,6,5,7,9,5,4,4,0,50,2.2519832529192065,0.33704599092705434,0.3476367594912273
FL23062,1,8,10,6,9,17,9,11,5,0,75,3.6620642110310255,0.3653917228278592,0.39795857443835403
FL23072,1,23,17,21,19,22,27,22,25,0,176,3.1622776601683795,0.13445635870680947,0.14989961312287048
FL23101,0,0,0,0,1,0,0,1,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
FL23181,1,77,83,78,68,59,62,56,54,0,537,11.0639375579273,0.15418049791591926,0.1755349372123014
FL24012,0,0,115,93,86,90,98,88,52,1,622,35.97916063501204,0.4328671773630836,3.943844346469275
FL25011,0,2,1,2,4,4,0,0,0,3,13,1.685018016012207,0.9699630933014224,1.0095524508531026
FL25012,0,1,0,1,1,0,0,0,3,4,6,1.0350983390135313,1.2909944487358056,0.6748406150858024
FL25021,0,0,0,0,0,0,3,5,6,5,14,2.5495097567963922,1.3627702877384937,1.4531416986268963
FL25022,1,11,12,12,6,12,15,16,13,0,97,2.997022331772464,0.23121300507222478,0.3089619779402457
FL25031,0,0,0,0,2,4,0,1,0,5,7,1.4577379737113252,1.558387444947959,0.8889530478356302
FL25032,1,6,5,2,2,4,4,2,4,0,29,1.5059406173077154,0.3886009541236084,0.40247555111721356
FL25041,0,3,0,0,0,0,0,0,0,7,3,1.0606601717798212,2.6457513110645907,0.6325269194381529
FL25042,0,13,26,34,29,49,35,27,7,0,220,13.071233409940428,0.4446188822049994,0.7987754474711628
FL25051,0,0,1,0,0,0,1,2,2,4,6,0.8864052604279183,1.1055415967851332,0.6533319624835883
FL25061,0,0,0,0,0,0,0,1,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
FL26012,1,42,58,68,52,60,65,53,32,0,430,11.961246948852306,0.20816226977302554,0.27642403333204335
FL26022,1,24,23,24,19,24,33,18,23,0,188,4.503966505838413,0.17927978240800763,0.19094605364814754
FL26032,1,143,150,128,119,111,123,110,133,0,1017,14.376940862764533,0.1057887649525566,0.11756965475627212
FL27012,1,13,19,10,16,16,26,13,6,0,119,6.010407640085654,0.3779644730092272,0.49853328327430324
FL27021,0,9,10,10,14,2,4,0,3,1,52,4.898979485566356,0.7050116453778215,1.4655291239036279
FL27031,0,12,8,4,6,7,30,10,20,0,97,8.724964183307574,0.6731098285734196,0.8147640074108287
FL27032,0,4,0,7,5,3,2,3,0,2,24,2.390457218668787,0.7453559924999299,1.1783610056459652
FL27041,0,13,12,12,0,6,6,1,0,2,50,5.574175147179049,0.8342661445845684,2.127064455774135
FL27042,0,15,4,12,9,5,6,11,15,0,77,4.34042460069124,0.42182809789381076,0.5661011531272417
FL27051,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL27061,0,0,0,0,0,0,0,1,2,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
FL27081,0,0,0,0,0,0,0,0,3,7,3,1.0606601717798212,2.6457513110645907,0.6325269194381529
FL27101,0,6,2,4,3,4,1,0,0,2,20,2.138089935299395,0.8,1.1045859769937452
FL27111,0,0,5,3,3,0,0,0,0,5,11,1.9955307206712847,1.3575622293698253,1.2195511633797538
FL27121,0,4,5,0,1,1,1,1,1,1,14,1.7525491637693282,0.9367769320431429,0.7758576907872752
FL27131,0,3,0,0,2,0,0,0,0,6,5,1.1877349391654208,1.7776388834631178,0.7865037871768068
FL27141,0,0,1,2,0,0,0,1,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
FL27173,0,0,0,0,1,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL28012,1,4,14,12,15,14,17,6,10,0,92,4.535573676110727,0.36892527714080736,0.5658825060007924
FL28032,0,7,2,4,10,2,3,13,14,0,55,4.911720676097125,0.6682900345268765,0.9470526786504558
FL28041,0,0,1,3,0,1,6,3,0,3,14,2.1213203435596424,1.1338934190276817,1.1159986764446295
FL28042,1,281,281,276,256,266,228,226,153,0,1967,43.46242219270738,0.165349764152955,0.22558855506454867
FL29012,0,13,19,23,18,11,7,7,5,0,103,6.556076788533128,0.47632219697227496,0.654198619739174
FL29091,1,40,55,42,56,46,50,37,25,0,351,10.24607938955886,0.21844626001945952,0.29030805127656767
FL30032,0,21,12,19,21,12,21,0,0,2,106,9.00396737951824,0.635655868978227,2.89807063447157
FL31012,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL31022,1,8,8,5,8,10,9,3,7,0,58,2.2519832529192065,0.2905568887302193,0.3888018803198643
FL31042,1,15,27,26,25,18,28,18,24,0,181,4.897156609415596,0.2024694165945712,0.24838124319269683
FL32012,0,1,1,0,1,2,2,2,0,2,9,0.8345229603962802,0.693888666488711,0.576502106311302
FL32042,1,55,66,75,80,85,62,65,38,0,526,14.92600798223404,0.21234984038696883,0.28366461602386406
FL33011,0,6,3,6,3,2,4,3,7,0,34,1.8322507626258087,0.4032738000235908,0.41906132419616515
FL33012,1,7,6,7,12,12,10,5,16,0,75,3.77728171346236,0.37688784066940184,0.43490347945151897
FL33021,1,7,8,8,11,5,15,6,12,0,72,3.3806170189140663,0.35136418446315326,0.39161343904258206
FL33031,0,0,0,0,0,0,0,0,6,7,6,2.1213203435596424,2.6457513110645907,0.9896985224200869
FL33041,0,3,6,0,0,6,0,4,7,3,26,2.9640705601780613,0.8531181928007244,1.5936682056612468
FL33051,0,1,1,1,3,3,0,4,0,2,13,1.5059406173077154,0.8668790515065111,0.851563037895567
FL33061,1,34,30,31,27,25,28,23,45,0,243,6.843923269169937,0.2107622720543519,0.2224436540863448
FL33071,0,3,10,5,4,7,7,7,33,0,76,9.739463170891035,0.9589930083309789,0.9174848482107056
FL33081,0,4,10,3,4,2,1,0,0,2,24,3.251373336211726,1.0137937550497031,1.302941530670417
FL33091,0,3,3,1,2,1,10,0,4,1,24,3.116774889895918,0.9718253158075502,1.0530552986348067
FL33101,1,17,15,16,18,15,15,18,22,0,136,2.390457218668787,0.1315334104411641,0.13381561003907905
FL33111,1,9,9,10,25,13,24,20,23,0,133,7.069805008424408,0.397786287711618,0.5310442607509376
FL33121,0,0,17,14,23,17,15,28,10,1,124,8.366600265340756,0.5049185755644686,1.891101455140178
FL33131,0,0,0,0,2,1,1,0,1,4,5,0.7440238091428449,1.1135528725660042,0.560397448177701
FL33161,0,2,1,2,3,2,1,2,0,1,13,0.9161253813129043,0.5273580461846957,0.5360848185851117
FL34022,1,6,11,13,22,16,16,14,19,0,117,4.897156609415596,0.3132219179796358,0.44013343607438493
FL35011,0,3,1,1,2,0,5,2,1,1,15,1.5526475085202969,0.7745966692414833,0.715930780855258
FL35012,0,1,0,0,3,2,1,2,0,3,9,1.1259916264596033,0.9362388636862621,0.7538044274256626
FL35021,0,1,0,0,0,3,0,0,0,6,4,1.0690449676496976,2.0,0.6748406150858024
FL35022,1,13,9,14,14,21,20,9,21,0,121,4.998213966722799,0.3091174249465296,0.38237946179076876
FL35031,0,1,0,1,3,0,1,1,3,2,10,1.164964745021435,0.8717797887081348,0.6887186019441878
FL35041,0,0,0,0,0,1,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL35071,0,3,0,0,0,0,0,0,0,7,3,1.0606601717798212,2.6457513110645907,0.6325269194381529
FL36002,0,0,0,0,0,0,0,1,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
FL36011,1,22,26,15,24,12,19,25,14,0,157,5.423164600647327,0.2584920240471723,0.32229178239093703
FL36012,1,15,11,3,11,10,8,8,16,0,82,4.131758532565592,0.3770640203351294,0.5704059350059107
FL36041,0,9,8,6,6,8,5,0,0,2,42,3.494894235064305,0.6226998490772391,1.6369292886071691
FL36101,0,0,1,5,6,5,12,10,6,1,45,4.033343171967536,0.6707283676794031,1.3773004484168676
FL36111,0,2,7,0,0,2,1,3,0,3,15,2.356601669474803,1.1756794725698931,1.147720521311856
