st_fdid2,station_data_quality,2009,2010,2011,2012,2013,2014,2015,2016,zero_years,sum_tot_fires,std,variation,geometric_variation
TXDZ505,0,6,6,25,11,12,0,0,11,2,71,8.043409014306594,0.8477656550204049,2.336296548382391
TXDZ704,1,89,128,127,100,118,114,103,108,0,887,13.527089223374809,0.11412341220787041,0.13123919475552026
TXGA401,0,0,1,2,1,0,0,0,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
TXGB402,1,6,6,12,8,9,6,13,11,0,71,2.850438562747845,0.30043280292537383,0.3363994137799369
TXGB403,0,1,2,2,6,1,1,0,0,2,13,1.9226098333849673,1.1067303515337046,0.8826022380246858
TXGB404,0,0,2,0,3,2,3,4,3,2,17,1.4577379737113252,0.6416889479197478,0.8903763069900956
TXGB405,1,13,15,19,15,13,14,18,12,0,119,2.4748737341529163,0.15563243006262298,0.1630287027948425
TXGB406,0,2,0,0,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXGB409,0,0,0,6,18,15,6,6,0,3,51,6.885543862739841,1.010327296312804,2.508325239090642
TXGB507,0,3,6,16,26,19,6,32,4,0,112,10.993504575754852,0.7345344214715405,1.2494506764744946
TXGB803,1,352,414,422,379,355,375,291,309,0,2897,45.92054473295617,0.11861853324456241,0.13846314085692457
TXGC202,0,1,1,0,0,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXGC204,0,2,1,1,0,2,0,1,1,2,8,0.7559289460184544,0.7071067811865476,0.525457947110332
TXGC208,0,2,1,1,2,0,0,0,0,4,6,0.8864052604279183,1.1055415967851332,0.6533319624835885
TXGC303,0,1,2,2,3,0,0,3,1,2,12,1.1952286093343936,0.7453559924999299,0.744683316289305
TXGC310,0,1,3,3,6,2,3,2,0,1,20,1.7728105208558367,0.6633249580710799,0.7810688460961053
TXGC312,0,3,1,1,1,1,2,0,1,1,10,0.8864052604279183,0.6633249580710799,0.4877558496155101
TXGC406,0,10,10,1,4,9,7,5,6,0,52,3.1622776601683795,0.45508306023843204,0.76171579401796
TXGC409,1,3,4,3,1,5,3,5,3,0,27,1.3024701806293193,0.3609923831410727,0.41529946591714695
TXGC411,1,22,24,23,16,21,19,13,20,0,158,3.693623849670827,0.174940189380826,0.21436050519578442
TXGC413,0,8,6,8,3,3,3,1,4,0,36,2.5634797778466227,0.5328701692569688,0.6586988754234595
TXGC415,1,12,10,16,6,7,11,12,6,0,80,3.5050983275386565,0.32787192621510003,0.386084541547689
TXGC416,0,0,0,0,2,4,1,0,0,5,7,1.4577379737113252,1.558387444947959,0.8889530478356302
TXGC417,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGC605,1,20,21,24,23,15,8,6,18,0,135,6.728139203587954,0.3729539518570105,0.6075107965976643
TXGC617,1,27,31,24,31,22,31,19,24,0,209,4.611708700997618,0.16512376963385067,0.19152806872779604
TXGC618,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGD402,0,5,2,9,0,0,0,0,0,5,16,3.3380918415851206,1.5612494995995996,1.5917164967707582
TXGD404,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGD504,0,5,4,11,1,6,10,14,5,0,56,4.27617987059879,0.5714285714285714,0.8829094496124901
TXGD601,0,9,1,3,2,0,0,0,0,4,15,3.090885217631258,1.5420044674960502,1.3590847977949352
TXGG306,0,0,2,0,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXGG503,1,6,2,8,6,10,5,9,6,0,52,2.5071326821120348,0.36080121229411,0.4960552953709232
TXGH201,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGH304,0,0,0,0,2,0,1,5,2,4,10,1.7525491637693282,1.3114877048604001,1.000265392485117
TXGH305,0,0,0,5,3,1,0,1,1,3,11,1.7677669529663689,1.2026142323020865,0.9492581478099678
TXGH309,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGH310,0,0,0,0,0,0,0,0,2,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXGH311,0,1,2,0,0,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
TXGH312,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGH502,1,15,15,13,13,12,14,14,14,0,110,1.0350983390135313,0.07041787902195304,0.07374626915621718
TXGK107,0,0,0,0,0,1,0,0,3,6,4,1.0690449676496976,2.0,0.6748406150858024
TXGK201,0,0,2,0,0,0,0,1,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
TXGK203,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGK303,0,0,0,1,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXGK404,0,2,0,1,1,0,0,0,2,4,6,0.8864052604279183,1.1055415967851332,0.6533319624835885
TXGK405,0,8,6,8,0,2,12,6,9,1,51,3.8521793460696654,0.5652366786431205,1.313592468454154
TXGK408,0,3,5,0,2,2,7,2,1,1,22,2.2519832529192065,0.7660136157433054,0.897162012938308
TXGN402,0,1,0,1,0,0,6,1,0,4,9,2.03100960115899,1.6887426837300739,0.9667585029477417
TXGP401,0,2,4,5,2,0,2,0,1,2,16,1.7728105208558367,0.82915619758885,0.9402210481031852
TXGR401,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGS301,0,7,2,6,4,2,1,2,3,0,27,2.1339098923270936,0.59143405269153,0.6060714518751409
TXGS303,0,1,0,3,5,6,2,1,3,1,21,2.065879266282796,0.7361726111304908,0.9022169531045721
TXGS304,0,5,3,9,1,11,8,6,7,0,50,3.24037034920393,0.48497422611928565,0.7841558927824488
TXGS315,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGS403,0,0,10,13,0,0,19,29,15,3,86,10.49829918197637,0.9135125275070863,3.4745100026482056
TXGS407,1,70,50,62,58,67,74,56,89,0,526,12.221176001397854,0.17386864433724222,0.19464043332879477
TXGS412,0,0,0,0,0,0,0,7,43,6,50,15.049916943292411,2.252465316048174,3.1854002917605646
TXGS413,1,31,31,37,37,36,34,39,82,0,327,16.864480848390034,0.3859395066696406,0.3598914906827497
TXGS414,0,0,0,0,0,0,1,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXGS417,0,0,0,5,3,2,0,2,7,3,19,2.559994419636775,1.0082760031930535,1.3132904878362979
TXGS505,0,5,7,6,5,7,10,11,25,0,76,6.6332495807108,0.6531407182100452,0.6274512976326931
TXGS510,1,10,11,18,20,19,18,29,11,0,136,6.324555320336759,0.34800469312350685,0.4170138977079423
TXGS516,0,11,13,15,10,5,0,0,0,3,54,6.273527146441853,0.8693847847633706,2.6084023245958554
TXGS610,0,7,9,2,10,16,7,7,15,0,73,4.580626906564522,0.4695653835891126,0.714582628895202
TXGS611,1,26,26,25,31,41,19,38,25,0,231,7.3569694847810805,0.23833124863204855,0.272545639105199
TXGT303,1,3,2,3,6,5,3,3,6,0,31,1.5526475085202969,0.37480483995555647,0.3664107770038494
TXGT401,0,0,0,0,0,2,5,5,2,4,14,2.187627547301936,1.1693361102674928,1.2607600311663711
TXGV203,0,0,0,5,0,0,1,0,0,6,6,1.7525491637693282,2.185812841434,0.9074293856648024
TXGV301,0,0,0,0,1,1,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXGV302,0,0,1,2,2,2,1,1,4,1,13,1.1877349391654208,0.6837072628704299,0.6019171548726407
TXGV404,0,8,5,7,12,15,5,4,3,0,59,4.172614801981401,0.5292371185083388,0.6063491472162088
TXGV405,0,0,0,2,4,0,0,0,3,5,9,1.6420805617960927,1.3653561919382786,1.0533721025801506
TXGV406,0,1,0,0,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXGW401,0,3,2,7,2,2,7,2,4,0,29,2.1998376563477846,0.5676578494191148,0.5426436422112579
TXGW503,1,11,10,9,7,7,7,7,3,0,61,2.445841952609133,0.3000492658643135,0.3986633291203443
TXHA307,0,0,0,1,1,1,0,1,4,3,8,1.3093073414159542,1.224744871391589,0.7319769524531956
TXHA313,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXHA317,0,0,0,1,2,0,0,1,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
TXHA401,0,0,2,0,1,2,4,1,2,2,12,1.3093073414159542,0.8164965809277259,0.7571083691126457
TXHA410,0,1,2,2,2,0,2,1,0,2,10,0.8864052604279183,0.6633249580710799,0.6157803586896098
TXHA417,0,1,1,3,3,1,0,0,0,3,9,1.246423454758225,1.0363754503432017,0.7832672885770189
TXHA503,0,0,0,10,3,4,3,0,12,3,32,4.6291004988627575,1.0825317547305484,1.8828222918787572
TXHA505,0,18,18,19,14,0,0,11,11,2,91,7.670677004951109,0.6307922038930183,2.644612461769498
TXHA506,1,13,21,14,16,15,20,11,23,0,133,4.240535680446853,0.23859596470108918,0.2728648341453652
TXHA509,1,7,10,11,9,7,16,9,11,0,80,2.878491668515698,0.2692582403567252,0.277439391191008
TXHA601,0,22,21,0,0,0,0,0,19,5,62,10.727135152100423,1.2947504671219017,3.91086606629493
TXHA611,0,5,12,18,23,10,9,11,14,0,102,5.599744892148468,0.4108299380344503,0.5229600393753664
TXHA612,0,8,0,30,40,34,24,38,32,1,206,14.439529078193651,0.5245414624947612,2.566834586851167
TXHA615,1,20,36,39,37,36,50,59,29,0,306,11.949297648218254,0.2922233843935707,0.3738156284246019
TXHA707,1,35,51,55,94,61,79,77,47,0,499,19.500457870082364,0.2924410109621952,0.3715259176919956
TXHC201,0,0,2,2,2,1,0,0,4,3,11,1.407885953173359,0.9577867048047944,0.8766523084095363
TXHC304,0,0,1,1,0,0,1,0,0,5,3,0.5175491695067657,1.2909944487358056,0.4315213324989562
TXHC403,0,0,0,2,2,4,1,0,1,3,10,1.3887301496588271,1.0392304845413265,0.8381772223432697
TXHC502,0,1,0,2,4,8,10,5,11,1,41,4.155461122770509,0.758454234412986,1.4092339081528404
TXHH501,0,0,0,0,5,14,10,10,7,3,46,5.4182232195751086,0.881440649248404,2.342633726895716
TXHK101,0,0,0,0,0,0,0,2,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXHK301,0,1,1,0,2,0,0,0,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
TXHK402,0,2,3,1,1,1,2,0,0,2,10,1.0350983390135313,0.7745966692414834,0.6530561671918045
TXHK603,1,19,20,25,26,21,25,14,13,0,163,4.955156044825574,0.22749075113790376,0.2834771710059505
TXHN301,0,5,1,2,2,2,5,0,6,1,23,2.1671244937540095,0.7050989017489937,0.9210404352055641
TXHN303,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXHN304,0,2,0,0,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXHN306,0,2,2,3,1,0,2,0,1,2,11,1.0606601717798212,0.721568539381252,0.6837692250312546
TXHN309,0,8,10,2,10,0,5,2,1,1,38,4.0970372570571385,0.8068268271976785,1.4056000080189177
TXHN312,0,0,0,0,0,0,0,1,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXHN314,0,1,0,4,2,1,1,1,0,2,10,1.2817398889233114,0.9591663046625438,0.6984917340578729
TXHN402,0,0,0,0,0,0,4,6,4,5,14,2.49284690951645,1.3324827218698307,1.4523344258152449
TXHN405,0,1,0,2,5,9,0,1,9,2,27,3.814914340921881,1.0573409202681627,1.5475250350218723
TXHN407,0,5,5,8,2,1,3,1,6,0,31,2.5319388392523003,0.6112030748869811,0.7763972773707442
TXHN411,0,3,0,2,0,0,4,4,5,3,18,2.052872551885702,0.8534606386520676,1.2288885820686652
TXHN412,0,3,2,0,2,0,0,0,0,5,7,1.246423454758225,1.3324827218698307,0.8674203990987406
TXHN413,0,3,0,3,2,6,0,0,0,4,14,2.187627547301936,1.1693361102674928,1.250800018398925
TXHN414,0,0,0,0,0,1,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXHN512,0,5,1,3,0,0,0,0,0,5,9,1.8850918886280925,1.567415108851765,1.0769264373291252
TXHN601,0,0,36,37,6,26,36,14,24,1,179,14.342120783602004,0.5995899684018828,2.502547983646524
TXHN608,1,27,37,36,35,28,20,40,32,0,255,6.5342504215425175,0.1917562851513357,0.24304598358369467
TXHP309,0,9,8,9,10,4,1,4,1,0,46,3.693623849670827,0.600881520047185,1.0279386107965944
TXHP401,0,0,1,1,1,3,0,0,2,3,8,1.0690449676496976,1.0,0.6988546316343252
TXHP501,1,13,7,11,11,11,3,8,10,0,74,3.1509635714446826,0.3186439492581512,0.4901332227530917
TXHP504,1,14,15,8,7,11,10,9,3,0,77,3.8521793460696654,0.37437754039998894,0.545593853870856
TXHP506,1,17,18,29,17,20,12,17,10,0,140,5.68205194324324,0.3037184517924186,0.35141221000940637
TXHP605,1,7,9,12,11,11,16,10,7,0,83,2.9246489410818914,0.2636875738342083,0.2864824183120964
TXHP606,0,0,0,0,5,6,3,7,0,4,21,3.020761493398643,1.0764432909959347,1.6710446105723755
TXHP708,1,102,143,120,124,96,89,105,93,0,872,18.48551556528207,0.15863868317239066,0.1756754768116835
TXHR301,0,0,0,0,0,0,0,0,5,7,5,1.7677669529663689,2.6457513110645907,0.8841610122369188
TXHR304,0,3,2,0,1,0,0,0,0,5,6,1.164964745021435,1.452966314513558,0.7842585153737718
TXHR401,0,0,0,0,0,0,0,0,3,7,3,1.0606601717798212,2.6457513110645907,0.6325269194381529
TXHR402,0,1,2,0,1,3,4,9,4,1,24,2.8284271247461903,0.8819171036881969,1.0371995305827295
TXHR404,0,0,0,0,0,0,0,0,2,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXHR502,0,0,0,0,0,0,0,0,2,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXHR503,1,9,8,15,4,8,12,12,8,0,76,3.3806170189140663,0.33287133264930313,0.4233425731781526
TXHS209,0,5,8,2,1,2,2,1,2,0,23,2.416461403433896,0.7862235356532663,0.6827559122372016
TXHS211,0,1,1,3,3,2,2,5,3,0,20,1.3093073414159542,0.4898979485566356,0.45602667063123836
TXHS302,0,0,4,3,2,1,8,3,2,1,23,2.416461403433896,0.7862235356532663,0.9132964920129287
TXHS401,0,8,4,3,8,11,16,15,5,0,70,4.891683905218266,0.5229430062206607,0.7007288969658745
TXHS403,0,3,0,3,5,3,7,7,10,1,38,3.1509635714446826,0.6205171643448208,1.0931524746014762
TXHS404,0,1,0,3,1,1,2,0,0,3,8,1.0690449676496976,1.0,0.6988546316343252
TXHS407,0,2,3,4,6,1,3,1,1,0,21,1.7677669529663689,0.629940788348712,0.6065460816646144
TXHS505,0,15,11,24,23,9,19,18,41,0,160,9.98570406702931,0.46703854230673514,0.5673482760181141
TXHS606,1,30,16,17,12,20,34,36,21,0,186,8.924284685220275,0.3590496313347097,0.453275877948385
TXHT401,0,2,0,0,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
TXHT607,1,17,23,26,25,29,13,20,14,0,167,5.841660722773962,0.26176638316639994,0.3251386793932942
TXHV403,0,1,12,1,0,0,0,3,3,3,20,4.035556254807296,1.50996688705415,1.4717524310444157
TXHW107,0,1,0,1,0,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXHW404,0,0,0,5,4,5,0,0,0,5,14,2.434865792722759,1.3014905113063284,1.4537938285032603
TXHW405,0,3,2,6,0,0,0,1,0,4,12,2.138089935299395,1.3333333333333333,1.1524707273323718
TXHX403,0,0,0,0,0,0,4,0,3,6,7,1.6420805617960927,1.755457961063501,1.0055880080597883
TXHY402,0,1,1,1,0,1,1,2,0,2,7,0.6408699444616557,0.6851187890446742,0.4607040169144694
TXHZ201,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXHZ301,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXHZ307,0,0,0,0,0,0,1,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXHZ402,1,6,7,7,9,12,5,7,4,0,57,2.4748737341529163,0.3249168276745989,0.3410622194179167
TXHZ406,0,1,4,3,1,0,0,0,0,4,9,1.5526475085202969,1.2909944487358056,0.9397179802980551
TXHZ503,0,21,20,16,10,9,11,3,0,1,90,7.516648189186454,0.6249938271300104,1.8232839997579378
TXHZ505,0,0,0,0,0,0,29,15,9,5,53,10.662852740773857,1.5055374234565762,3.4446448154542715
TXHZ507,0,0,0,0,1,2,2,2,3,3,10,1.164964745021435,0.8717797887081348,0.7984590864879255
TXKA303,0,17,1,20,20,17,9,11,27,0,122,8.013381665332416,0.4915299787070475,1.296026824339458
TXKA347,0,12,13,8,6,16,7,15,22,0,99,5.370222128951997,0.40592992520020443,0.5089364806713839
TXKA357,1,5,9,11,11,6,10,11,5,0,68,2.7255405754769875,0.2999423243289873,0.3688949321067623
TXKA406,1,12,8,7,12,10,3,8,6,0,66,3.058944729337694,0.3468340346139272,0.4697070204830167
TXKA413,0,14,12,29,46,31,17,26,30,0,205,11.14754937835474,0.40692985830193434,0.5485873160033929
TXKA417,0,0,15,0,9,21,18,9,27,2,99,9.679691553527341,0.7316785737969476,2.8187290451980127
TXKA421,0,12,12,3,2,10,6,3,5,0,53,4.138236339311712,0.584296700649133,0.7773891489251918
TXKA424,1,11,14,17,22,25,24,28,33,0,174,7.363035088486657,0.31666614514841174,0.4209428559273263
TXKA428,0,7,3,0,0,0,6,7,13,3,36,4.6291004988627575,0.9622504486493764,2.008785093952248
TXKA431,0,4,4,9,0,11,2,3,6,1,39,3.6425069859723185,0.6989237523302056,1.1771406471267745
TXKA441,0,8,5,15,5,9,3,6,6,0,57,3.6815175442433286,0.4833325373317863,0.5114324061058286
TXKA450,0,0,14,18,13,20,23,18,15,1,121,6.937218462755804,0.42903627611297224,1.821515043598188
TXKA452,1,9,12,9,4,9,3,5,9,0,60,3.116774889895918,0.38873012632302006,0.5176943180490587
TXKA453,0,1,1,0,0,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXKA458,0,0,10,11,7,8,6,14,10,1,66,4.166190448976482,0.4723774929733302,1.347147905689266
TXKA461,1,15,8,19,10,16,16,8,17,0,109,4.307385683749649,0.29572039378506787,0.3818409041567312
TXKA501,0,0,0,0,0,0,12,6,13,5,31,5.718079098038831,1.3803285738925593,2.490839841399522
TXKA502,1,30,30,25,30,31,36,36,51,0,269,7.872873862646528,0.21901558842610314,0.22832472805632098
TXKA509,0,12,2,0,0,0,0,0,0,6,14,4.200340122282616,2.245176235071673,1.5450006181333524
TXKA510,1,26,24,17,30,24,28,17,13,0,179,6.022280061808579,0.2517688120501396,0.32251351819243945
TXKA512,0,0,31,27,23,2,25,23,22,1,153,11.556538038208995,0.5652366786431205,2.6400839282795623
TXKA514,1,102,117,113,122,131,125,128,102,0,940,11.148350294358098,0.08875171750899664,0.10090964529759949
TXKA515,1,31,36,30,30,26,17,30,35,0,235,5.902481318419036,0.1879579814924066,0.25304338544244365
TXKA523,0,0,0,0,3,3,5,8,2,3,21,2.8252686345094435,1.0067797386602844,1.4001642276009596
TXKA529,1,14,21,10,5,9,17,14,16,0,106,5.063877678504601,0.3574961381414418,0.5089916406936656
TXKA530,0,0,3,5,9,1,3,0,0,3,21,3.1594529363709247,1.1258657540511323,1.4639021514934951
TXKA534,1,33,44,55,30,32,28,50,48,0,320,10.433462649434409,0.2439902661992892,0.2918341054970872
TXKA535,1,17,9,6,19,16,10,11,18,0,106,4.832922806867792,0.3411913456608514,0.4549776588576413
TXKA542,1,19,20,60,51,59,60,43,55,0,367,17.24145751213792,0.35156199923182513,0.6036667643979643
TXKA545,1,51,41,63,52,52,52,54,59,0,424,6.4142698058981855,0.11320754716981132,0.13068718358422027
TXKA546,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXKA554,1,61,84,72,56,57,66,47,61,0,504,11.212238211627762,0.1664775949476431,0.1873678354647621
TXKA556,1,6,14,13,13,7,7,8,6,0,74,3.453776401067595,0.34926616171135366,0.3877384357573299
TXKA560,0,5,14,46,27,35,44,22,7,0,200,15.856499343441838,0.593295878967653,1.1746890826456609
TXKA561,0,0,14,11,16,14,14,18,19,1,106,5.922113522335465,0.41808527936151585,1.6962863823816705
TXKA608,0,4,7,5,4,8,3,3,2,0,36,2.0701966780270626,0.43033148291193524,0.44545530380794274
TXKA616,1,13,8,17,5,8,11,13,9,0,84,3.779644730092272,0.3367175148507369,0.40907824595393993
TXKA649,0,5,11,4,7,20,4,8,6,0,65,5.330170192940773,0.6136514053901271,0.6250023725798917
TXKA659,0,9,4,7,5,7,4,9,2,0,47,2.5319388392523003,0.40313394301056205,0.5123938343077117
TXKA663,0,25,29,31,13,38,40,0,0,2,176,15.892495983055293,0.6757303976053867,3.8963248536003965
TXKA664,0,8,0,3,1,94,205,256,177,1,744,105.97034625646123,1.0658729270147325,8.830031780398825
TXKA705,1,51,70,69,43,74,93,67,58,0,525,15.287132777974703,0.21790176488115465,0.26365153616124526
TXKA708,0,0,0,0,0,0,0,5,24,6,29,8.416607731995457,2.171866378758584,2.390054630916834
TXKA744,0,51,0,0,12,19,0,54,42,3,178,23.37733945512192,0.9828089309593127,5.381142100827108
TXKA926,1,979,1343,1257,973,978,1183,1201,1077,0,8991,142.63383439522937,0.11871581360667358,0.1346282620886461
TXKB306,0,0,0,0,5,6,6,5,3,3,25,2.748376143938713,0.8226785520481253,1.5433418198281563
TXKB402,1,5,14,8,10,7,6,5,5,0,60,3.1622776601683795,0.39440531887330776,0.3950702242747346
TXKB403,0,2,4,7,2,0,1,0,1,2,17,2.356601669474803,1.037364240502847,1.064491905513329
TXKB405,0,5,1,6,2,0,0,0,0,4,14,2.434865792722759,1.3014905113063284,1.3012590875418923
TXKB406,1,8,11,10,7,10,6,9,6,0,67,1.9226098333849673,0.21473872492445015,0.234560887018338
TXKB509,0,0,0,0,0,2,3,1,1,4,7,1.1259916264596033,1.203735681882337,0.7553997659121252
TXKB605,1,36,49,32,29,38,46,32,19,0,281,9.538455999643908,0.25401874981840455,0.33115025730489567
TXKG204,0,1,4,3,2,4,0,2,2,1,18,1.3887301496588271,0.5773502691896257,0.7000669303336524
TXKG301,0,11,11,9,10,12,0,10,15,1,78,4.334248987508019,0.41582755744171424,1.4356808715102165
TXKG302,0,1,0,1,1,4,1,0,0,3,8,1.3093073414159542,1.224744871391589,0.7319769524531956
TXKG303,0,4,8,2,1,4,6,8,8,0,41,2.799872446074234,0.5110323619452918,0.7503277537799034
TXKG405,1,11,16,11,13,13,19,14,13,0,110,2.659215781283755,0.18090680674665818,0.18667934172941436
TXKG409,1,4,13,4,8,10,8,9,9,0,65,2.997022331772464,0.3450409460308585,0.4413900639023707
TXKG510,0,6,0,11,9,6,12,8,8,1,60,3.7032803990902057,0.4618802153517006,1.2717636076101222
TXKG607,1,29,24,28,16,34,28,35,39,0,233,7.140178069008003,0.22932274690802654,0.3040043172347342
TXKH401,0,2,0,2,0,0,0,0,0,6,4,0.9258200997725514,1.7320508075688772,0.6628926886460285
TXKK205,0,4,0,1,3,0,2,0,0,4,10,1.5811388300841898,1.1832159566199232,0.9940859393996433
TXKK206,0,0,5,5,4,1,3,2,4,1,24,1.8516401995451028,0.5773502691896257,0.8735908816542601
TXKK207,0,0,0,1,2,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
TXKK210,0,0,3,1,2,3,2,0,0,3,11,1.3024701806293193,0.8860722131644512,0.867169634226068
TXKK214,0,19,18,29,12,5,11,13,7,0,114,7.648529270389178,0.5020732639036556,0.6735297476074995
TXKK219,0,0,0,0,0,0,1,1,2,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
TXKK302,0,0,0,3,0,1,2,2,2,3,10,1.164964745021435,0.8717797887081348,0.7984590864879255
TXKK303,0,0,3,7,2,3,0,5,2,2,22,2.3754698783308417,0.8080176743014171,1.1339257961829938
TXKK304,0,0,0,4,3,1,2,3,1,2,14,1.4880476182856899,0.7953949089757174,0.8624859587622167
TXKK305,0,4,5,0,4,0,2,2,2,2,19,1.8468119248354136,0.7273828926886976,1.0049382547431978
TXKK307,0,1,3,4,1,4,3,9,0,1,25,2.799872446074234,0.8380930735902785,1.043124971557385
TXKK312,0,0,0,3,0,0,0,0,3,6,6,1.3887301496588271,1.7320508075688774,0.8997638554882987
TXKK313,0,0,3,5,4,3,0,2,0,3,17,1.9594095320493148,0.8625222528597165,1.17777429492696
TXKK315,0,1,0,1,2,0,0,0,0,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
TXKK316,0,0,5,4,5,1,5,4,8,1,32,2.5071326821120348,0.5863019699779287,1.0553387710061117
TXKK401,0,4,9,4,4,4,9,7,3,0,44,2.449489742783178,0.4165977904505309,0.4307667566106075
TXKK408,0,0,4,1,0,0,1,0,1,4,7,1.3562026818605375,1.4498416521560313,0.7807252635923416
TXKK409,1,23,15,12,21,10,17,8,24,0,130,6.041522986797286,0.34777398632176354,0.4569060102471876
TXKK411,1,4,1,2,2,4,3,4,2,0,22,1.164964745021435,0.39626354032187944,0.39622336829266613
TXKK412,0,6,8,1,1,1,4,1,1,0,23,2.799872446074234,0.9109707321633462,0.921275708831016
TXKK414,0,0,0,0,0,8,4,5,5,4,22,3.1509635714446826,1.0718023747774177,1.7206200434401033
TXKK420,0,4,3,4,3,7,10,2,8,0,41,2.850438562747845,0.5202616831146718,0.5763206927838944
TXKK601,1,18,23,19,9,12,17,7,11,0,116,5.5549205986353085,0.3583553394970091,0.46380584814332826
TXKN401,0,0,11,10,4,7,7,7,4,1,50,3.5355339059327378,0.529150262212918,1.2042563150881436
TXKN402,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXKN404,0,5,8,3,4,12,2,9,34,0,77,10.40518414747462,1.01123725002965,1.174064612875486
TXKN414,0,1,0,0,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
TXKN513,0,0,0,9,3,4,9,4,2,2,31,3.5228843701879127,0.8504146017073593,1.451563982195763
TXKN604,1,34,40,31,41,41,33,27,29,0,276,5.5549205986353085,0.15061311370164152,0.1706914359838012
TXKN608,1,47,53,55,43,41,33,54,40,0,366,7.869470848066688,0.1609008946921908,0.1905435243030067
TXKN609,0,4,5,7,16,13,8,6,0,1,59,5.0691644845505435,0.6429517538437511,1.376370786824468
TXKN610,1,13,20,21,18,24,21,19,16,0,152,3.3806170189140663,0.16643566632465157,0.19643030146351115
TXKN612,1,14,16,11,17,11,12,9,10,0,100,2.878491668515698,0.21540659228538014,0.2322007550984475
TXKN614,0,22,18,11,22,7,13,5,0,1,98,8.066686343935071,0.615975031542309,1.8256850803612048
TXKP303,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXKP305,0,1,0,0,4,1,0,0,0,5,6,1.3887301496588271,1.7320508075688774,0.8023924951804466
TXKP403,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
TXKP409,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
